All sky irradiance,Clear sky irradiance,ALLSKY  ICI,Temperature,Dew point,Wet bulb,Surface pressure,ALLSKY SFC PAR TOT,ALLSKY SFC UV INDEX,CLRSKY SFC PAR TOT,QV2M
4.5,4.45,0.71,21.58,6.27,13.92,96.21,81.38,0.91,81.45,6.23
4.43,4.4,0.7,21.83,5.95,13.9,96.21,80.2,0.93,80.65,6.1
4.37,4.32,0.7,22.2,5.07,13.64,96.36,79.02,0.93,79.1,5.74
3.76,4.18,0.6,21.92,5.26,13.59,96.24,68.36,0.84,76.55,5.8
3.68,3.92,0.59,21.08,5.92,13.5,96.27,66.74,0.79,71.67,6.04
3.83,3.82,0.62,21.5,5.83,13.66,96.23,68.39,0.66,69.12,5.98
4.48,4.42,0.73,22.48,1.55,12.01,96.29,79.73,0.84,79.81,4.46
4.32,4.27,0.72,22.05,-1.07,10.49,96.43,76.38,0.75,76.47,3.66
4.11,4.05,0.69,22.61,-1.92,10.34,96.57,71.42,0.72,71.48,3.42
4.4,4.34,0.74,21.63,-2.36,9.64,96.33,77.27,0.87,77.34,3.36
4.22,4.16,0.72,20.23,-1.27,9.48,96.03,73.28,0.82,73.39,3.6
4.06,4.02,0.7,19.73,-0.67,9.53,95.87,71.17,-999,71.45,3.78
4.06,4,0.7,20.13,-2.23,8.95,95.93,71.27,0.75,71.33,3.36
4.05,4.01,0.7,20.3,-2.75,8.78,96.42,71.34,-999,71.66,3.23
3.98,3.95,0.7,19.94,-2.42,8.76,96.5,69.7,0.7,70.12,3.3
3.83,3.78,0.68,19.9,-1.35,9.28,96.23,66.48,0.63,66.6,3.6
2.82,3.47,0.5,19.62,0.28,9.95,96.19,49.31,0.48,60.73,4.09
3.45,3.42,0.62,18.96,4.58,11.77,96.26,59.68,0.54,60.08,5.49
3.56,3.51,0.64,18.74,3.46,11.1,96.16,62.54,0.57,62.66,5.13
3.87,3.82,0.7,17.94,0.47,9.2,95.94,67.02,0.64,67.09,4.15
3.48,3.83,0.64,17.96,-1.05,8.45,95.85,61.99,0.67,68.56,3.66
3.26,3.58,0.6,18.05,-2.15,7.94,95.91,56.74,0.62,62.8,3.42
3.52,3.47,0.66,17.11,-1.82,7.65,96.2,60.02,0.59,60.07,3.48
3.75,3.7,0.7,17.73,-3.2,7.26,96.23,65.28,0.66,65.41,3.11
3.65,3.6,0.69,18.54,-0.19,9.18,96.18,64.24,0.62,64.32,3.91
3.78,3.74,0.72,18.93,-0.17,9.38,96.06,66.24,0.65,66.54,3.97
3.81,3.76,0.73,17.8,-3.83,6.98,95.99,65.75,0.62,65.88,2.99
3.64,3.58,0.7,16.83,-3.39,6.72,96.26,63.05,0.62,63.12,3.05
3.61,3.56,0.7,17.57,-2.46,7.55,96.41,63.1,0.57,63.17,3.3
3.71,3.66,0.72,17.42,-4.68,6.37,96.09,63.28,0.62,63.39,2.81
3.62,3.58,0.7,17.12,-5.68,5.72,96.08,61.83,0.57,62.11,2.56
3.62,3.59,0.71,15.9,-6.47,4.71,96.39,61.78,0.52,62.02,2.38
3.63,3.59,0.71,16.29,-7.45,4.42,96.39,62.12,0.52,62.34,2.2
3.73,3.69,0.73,15.27,-7.18,4.05,96.25,65.26,0.55,65.63,2.26
3.59,3.56,0.71,15.1,-6.95,4.08,96.19,62.8,-999,63.35,2.32
3.35,3.3,0.67,14.26,-5.27,4.5,96.26,57.21,0.42,57.42,2.69
3.1,3.05,0.62,14.22,-1.11,6.55,96.34,51.68,0.42,51.76,3.66
3.22,3.18,0.65,15.08,-3.48,5.8,96.03,53.98,0.48,54.23,3.11
3.13,3.17,0.63,15.85,-4.62,5.62,95.95,53.51,0.46,55.2,2.81
3.25,3.19,0.66,14.68,-2.38,6.15,95.82,54.88,0.45,55.02,3.36
3.6,3.55,0.73,15.06,-6.76,4.15,95.77,60.95,0.54,61.16,2.38
3.33,3.58,0.68,14.25,-8.74,2.75,95.52,57.55,0.59,62.48,2.01
3.1,3.13,0.63,14.34,-8.65,2.84,95.97,51.96,0.48,53.38,2.01
3.39,3.34,0.7,14.45,-8.32,3.07,96.24,56.91,0.49,57.14,2.08
3.25,3.24,0.66,14.6,-9.06,2.77,96.15,55.25,0.48,55.91,1.95
3.07,3.27,0.63,14.54,-7.2,3.66,96.21,52.34,0.48,56.2,2.26
3.03,3.14,0.62,13.39,-5.8,3.8,96.25,50.89,0.41,53.7,2.5
3.45,3.43,0.71,14.29,-6.74,3.77,96.38,58.99,0.46,59.63,2.32
3.03,3.31,0.62,13.55,-8.71,2.42,96.69,52.03,0.43,57.37,1.95
3.43,3.45,0.7,14.98,-10.99,1.99,96.64,59.74,0.54,61.02,1.65
3.36,3.36,0.7,15.23,-9.85,2.69,96.12,59.36,0.54,60.29,1.83
3.5,3.51,0.72,12.34,-7.7,2.32,95.75,60.82,0.55,61.99,2.2
3.31,3.28,0.68,12.53,-7.39,2.57,96.02,56.62,0.42,57.21,2.26
3.26,3.24,0.67,12.92,-11.59,0.66,96.27,55.41,0.4,55.95,1.59
3.2,3.4,0.66,13.09,-13.38,-0.15,96.15,54.53,0.45,58.35,1.28
3.29,3.27,0.68,12.58,-12.63,-0.03,96.21,55.4,0.44,55.85,1.4
3.35,3.31,0.69,12.07,-10.17,0.95,96.34,56.72,0.48,56.99,1.77
2.3,3.17,0.47,13.08,-8.81,2.13,96.39,40.38,0.38,54.98,1.95
1.46,2.89,0.3,14.15,-4.63,4.76,96.22,25.95,0.25,48.73,2.87
0.39,2.37,0.08,11.94,4.61,8.28,96,7.06,0.05,39.16,5.55
2.73,2.98,0.55,11.43,4.33,7.88,96.03,47.8,0.31,52.91,5.43
3.69,3.73,0.75,10.84,1.88,6.36,96.28,62.82,0.49,64.47,4.58
3.73,3.81,0.75,11.3,-0.38,5.46,96.21,62.78,0.55,65.21,3.85
2.56,3.64,0.52,10.55,-1.81,4.37,96.48,44.6,0.45,62.55,3.48
1.43,3.57,0.29,10.26,-3.7,3.28,96.45,25.91,0.29,61.68,2.99
2.8,3.57,0.55,11.21,-5.77,2.72,96.39,48.47,0.48,61.94,2.56
2.73,3.42,0.55,11.74,-4.65,3.55,96.52,48.25,0.45,59.74,2.81
2.3,3.18,0.45,12.05,-3.03,4.51,96.29,40.32,0.4,54.48,3.17
2.62,2.97,0.52,12.13,-2.43,4.85,96.19,45.14,0.36,51.61,3.3
3.58,3.7,0.7,11.89,-2.92,4.48,96.38,62.54,0.53,65.45,3.17
3.7,3.67,0.72,11.88,-4.65,3.62,96.36,64.48,0.58,64.91,2.81
3.45,3.4,0.67,13.03,-1.72,5.65,96.09,59.79,0.53,60.07,3.54
3.7,3.65,0.71,12.95,-0.52,6.21,95.99,64.75,0.62,64.96,3.85
2.96,3.3,0.57,12.43,-0.64,5.9,95.99,51.56,0.43,57.88,3.78
1.54,2.55,0.3,10.58,3.71,7.15,95.74,26.82,0.21,42.14,5.25
3.01,3.01,0.57,10.01,1.4,5.71,96.19,49.48,0.34,50.42,4.46
3.03,3.85,0.57,9.74,-4.73,2.51,96.39,53.13,0.48,66.96,2.81
3.1,3.65,0.58,11.17,-4.1,3.54,96.01,54.79,0.48,64.61,2.93
3.91,3.86,0.73,11.86,-1.32,5.27,96.18,68.05,0.58,68.36,3.66
4.1,4.19,0.76,11.49,-3.37,4.06,96.21,70.48,0.62,72.93,3.11
1.52,3.6,0.28,12.25,-2.63,4.8,96.26,28.3,0.33,63.01,3.36
3.83,3.78,0.7,11.65,1.3,6.48,96.48,66.72,0.61,66.98,4.33
4.01,3.96,0.73,13.83,-1.17,6.33,96.42,69.65,0.62,69.96,3.66
4.1,4.05,0.73,13.29,-2.53,5.37,96.54,70.55,0.61,70.84,3.3
4.11,4.07,0.73,12.75,-4.44,4.15,96.5,69.92,0.59,70.34,2.81
4.12,4.08,0.73,12.15,-4.52,3.82,96.51,69.87,0.59,70.26,2.81
4.03,3.99,0.71,12.44,-5.1,3.67,96.84,67.89,0.61,68.2,2.69
4.01,4.11,0.7,13.3,-7.06,3.12,96.77,68.3,0.59,70.81,2.26
2.74,3.91,0.48,14.25,-5.82,4.21,96.39,48.42,0.48,67.48,2.56
1.14,3.55,0.2,10.73,-2.3,4.22,96.4,21.25,0.23,60.55,3.36
3.81,3.9,0.65,11.81,2.3,7.05,96.68,66.37,0.52,68.74,4.64
4.18,4.14,0.7,14.58,-0.08,7.25,96.67,73.73,0.65,74.16,3.91
3.17,4.19,0.53,15.35,-1.63,6.87,96.5,57.62,0.6,75.79,3.54
3.38,4,0.56,16.62,-1.55,7.54,96.44,61.48,0.7,72.78,3.54
1.49,3.94,0.24,15.31,6.54,10.93,96.48,28.71,0.43,72.04,6.35
1.05,3.87,0.17,14.51,7.51,11.01,96.34,20.38,0.3,70.24,6.77
2.22,3.91,0.36,12.76,6.83,9.8,96.19,41.12,0.45,69.56,6.41
1.05,3.44,0.17,10.51,7.19,8.84,95.91,20.79,0.2,60.56,6.65
2.03,3.59,0.32,9.55,5.13,7.34,95.62,37.14,0.34,63.12,5.74
4.72,4.68,0.74,11.04,2.34,6.69,96.16,84.76,0.84,85.11,4.7
4.46,4.69,0.7,11.67,-1.62,5.03,96.02,79.95,0.85,84.66,3.6
3.76,4.73,0.59,12.37,-0.74,5.82,96.19,68.1,0.73,84.67,3.78
2.04,4.29,0.31,12.21,2.1,7.15,96.42,40.09,0.48,78.66,4.76
0.99,4.19,0.15,11.85,7.58,9.71,96.23,20.34,0.3,78.08,6.77
0.81,4.18,0.12,11.3,9.25,10.27,95.76,16.54,0.23,76.66,7.63
2.36,4.13,0.35,10.92,6.82,8.87,95.87,43.93,0.46,74.84,6.53
4.77,4.72,0.71,11.85,3.46,7.65,95.93,84.45,0.75,84.56,5.13
3.81,4.89,0.56,12.08,-0.41,5.83,96.01,67.95,0.66,86.94,3.91
4.86,4.83,0.71,12.16,0.68,6.42,96.36,85.05,0.77,85.4,4.15
3.37,4.71,0.48,11.69,-0.02,5.83,96.2,60.86,0.59,82.77,3.97
3.64,4.45,0.52,12.64,1.98,7.31,96.37,65.19,0.64,79.2,4.64
3.1,4.41,0.45,11.7,5.72,8.71,96.65,56.52,0.55,79.06,5.92
4.34,5.16,0.61,13.17,2.4,7.78,96.63,78.62,0.95,93.07,4.76
2.83,5.09,0.4,12.44,1.75,7.09,96.35,53.26,0.72,91.7,4.52
2.94,4.59,0.41,11.36,6.89,9.12,96.46,54.95,0.63,84.09,6.47
3.33,4.72,0.46,11.71,6.8,9.26,96.38,61.77,0.68,86.05,6.41
1.31,4.84,0.18,11.18,5.8,8.49,96.13,25.78,0.26,87.98,5.98
4.11,4.67,0.55,10.62,4.83,7.73,96.29,72.98,0.64,83.09,5.62
5.22,5.3,0.7,11.61,2.64,7.12,96.79,93.48,0.78,95.68,4.76
1.46,4.82,0.2,10.53,3.58,7.06,96.69,28.76,0.31,87.22,5.13
4.32,5.08,0.57,11.51,5.73,8.62,96.52,78.47,0.73,91.74,5.92
0.67,4.97,0.09,11.15,7.18,9.16,96.25,13.76,0.16,90.35,6.65
2.72,5.05,0.35,12.88,7.7,10.3,96.19,50.91,0.6,91.9,6.84
5.11,5.38,0.66,12.42,6.33,9.37,96.2,92.45,0.91,97.73,6.23
4.84,5.54,0.62,12.76,5.93,9.34,96.45,88.09,0.92,100.65,6.04
5.71,5.72,0.73,13.88,5.82,9.85,96.61,103.68,1.11,104.71,5.98
4.76,5.18,0.6,15.19,7.51,11.35,96.6,87.03,0.98,94.88,6.71
5.8,5.77,0.73,16.46,6.01,11.23,96.26,103.06,1.15,103.24,6.1
6.02,5.99,0.75,16.33,2.28,9.3,95.99,106.72,1.23,106.81,4.7
6.17,6.14,0.76,17.75,1.79,9.76,96.29,108.25,1.27,108.46,4.52
6.07,6.06,0.74,18.79,2.62,10.7,96.29,107.74,1.3,108.05,4.82
6.04,6.05,0.73,20.07,4.57,12.32,96.13,108.95,1.42,109.76,5.55
5.97,6.14,0.72,22.26,6.65,14.45,96.06,108.17,1.43,111.73,6.41
6.3,6.28,0.76,22.9,5.72,14.31,95.96,112.34,1.55,112.65,6.04
5.72,6.1,0.68,23.55,5.22,14.39,96.12,104,1.59,111.06,5.8
5.43,5.84,0.64,23.65,8.04,15.84,95.99,99.34,1.51,106.98,7.02
4.48,5.57,0.52,22.19,9.94,16.07,95.63,82.67,1.33,101.38,8.06
5.88,5.94,0.69,22.95,9.92,16.44,95.37,106.55,1.53,108.21,8.06
3.68,5.03,0.42,21.27,10.84,16.06,94.83,65.98,0.88,88.23,8.61
6.53,6.52,0.75,19.61,2.76,11.18,95.47,112.84,1.35,113.32,5
6.14,6.72,0.7,20.85,1.08,10.96,95.74,109.96,1.54,120.22,4.39
6.57,6.54,0.74,20.92,2.8,11.87,95.81,117.2,1.58,117.35,4.94
6.53,6.5,0.73,22.4,5.23,13.82,95.89,117.81,1.59,118.05,5.8
6.51,6.49,0.73,23.47,7.37,15.42,95.97,117.46,1.66,117.83,6.71
6.54,6.54,0.73,23.71,8.33,16.02,95.94,118.85,1.72,119.59,7.2
5.93,6.16,0.66,24.92,10.66,17.8,95.91,108.13,1.55,112.53,8.42
5.62,6.12,0.62,23.51,11.45,17.48,95.9,103.33,1.57,112.26,8.85
2.2,5.56,0.24,19.9,12.39,16.15,95.77,43.02,0.67,100.59,9.4
5.71,6.13,0.62,20.56,9.56,15.06,95.82,103.11,1.46,110.62,7.81
6.37,6.45,0.69,21.23,8.08,14.65,96.05,115.26,1.67,117.13,7.08
6.59,6.76,0.71,21.9,8.08,14.98,95.93,118.56,1.77,121.83,7.08
5.83,6.6,0.62,20.56,9.2,14.88,95.81,105.57,1.62,118.77,7.63
4.7,6.69,0.5,19.87,7.37,13.62,96.06,84.81,1.2,117.97,6.77
6.97,7.19,0.73,19.6,3.89,11.75,96.04,123.27,1.59,127.32,5.37
4.52,6.73,0.48,17.82,3.95,10.88,96.1,82.52,1.11,118.88,5.37
5.77,6.53,0.6,19.3,3.45,11.38,96.26,103.26,1.22,116.03,5.13
5.54,6.78,0.58,20.48,2.19,11.33,96.2,100.76,1.23,121.91,4.7
7.24,7.28,0.75,20.79,2.62,11.7,96.3,129.27,1.69,130.49,4.82
6.09,7.16,0.62,22.76,2.58,12.67,96.08,111.3,1.65,129.52,4.88
2.92,6.49,0.3,20.01,8.83,14.42,96.17,57.56,0.84,119.17,7.45
1.15,6.27,0.12,20.51,12.77,16.64,96.23,24.36,0.34,115.87,9.64
2.96,6.1,0.3,20.08,11.41,15.75,96.23,58.2,0.83,111.46,8.79
6.67,6.67,0.67,22.35,8.87,15.62,96,121.05,1.57,121.51,7.45
7.01,7.05,0.7,24.75,9.39,17.07,95.95,127.58,1.76,128.61,7.69
7.26,7.31,0.73,25.69,9.92,17.8,95.82,133.31,2.07,134.52,8
3.78,6.91,0.38,25.23,12.56,18.89,95.66,73.78,1.35,130.2,9.58
4.55,7.03,0.45,21.65,12.87,17.26,95.94,88.93,1.57,133.22,9.7
4.32,6.36,0.43,20.65,13.28,16.96,95.87,82.34,1.23,116.68,10.01
5.09,7.17,0.5,21.09,12.3,16.69,95.82,96.23,1.37,133.34,9.34
7.11,7.35,0.7,24.04,8.88,16.46,95.75,129.84,1.84,134.29,7.45
7.67,7.69,0.75,24.18,9.11,16.64,95.8,138.45,2,138.98,7.63
7.63,7.68,0.74,25.3,8.84,17.07,95.86,137.2,1.95,138.16,7.51
7.56,7.6,0.73,27.23,9.06,18.15,95.7,134.01,2,134.61,7.63
7.7,7.74,0.74,28.69,8.69,18.69,95.56,136.87,2.01,137.52,7.45
7.85,7.9,0.75,29.82,8.62,19.23,95.44,141.38,2.12,142.09,7.39
7.81,7.85,0.75,30.51,9.73,20.12,95.4,142.01,2.4,142.65,8
7.83,7.86,0.74,30.94,10.74,20.83,95.45,143.31,2.45,143.9,8.61
7.39,7.53,0.7,29.74,10.76,20.26,95.5,135.89,2.4,138.34,8.61
6.51,7.38,0.62,29.79,12.5,21.14,95.23,121.57,2.13,136.48,9.7
6.05,6.62,0.57,28.73,13.05,20.89,95.3,110.88,1.73,120.38,9.95
5.77,7.08,0.54,28.97,14.44,21.71,95.49,108.6,1.83,131.04,10.93
7.61,7.66,0.71,30.32,13.01,21.66,95.5,141.34,2.32,142.26,9.95
7.89,7.93,0.73,31.27,12.36,21.82,95.11,144.36,2.38,145.05,9.52
7.78,7.83,0.73,32.06,12.17,22.12,95.01,141.77,2.42,142.75,9.46
6.96,7.67,0.65,32.24,13.63,22.94,95.07,128.85,2.5,140.97,10.38
6.04,7.23,0.56,29.6,15.43,22.51,95.42,114.56,2.11,135.43,11.6
5.38,7.08,0.5,26.66,15.76,21.21,95.64,103.56,1.88,133.59,11.78
7.64,7.72,0.7,28.9,13.23,21.06,95.45,143.09,2.55,144.39,10.07
8.1,8.17,0.74,30.27,10.95,20.62,95.11,149.53,2.66,150.54,8.73
7.45,7.89,0.68,30.75,12.73,21.74,95.12,139.12,2.53,146.68,9.83
7.97,8.06,0.73,31.56,11.3,21.43,95.12,148.48,2.7,149.7,8.97
7.45,7.8,0.68,31.16,11.39,21.27,95.15,139.17,2.45,145,8.97
5.54,7.84,0.5,32.27,9.15,20.71,95.05,106.58,2.09,147.06,7.69
7.41,8.03,0.67,33.04,6.79,19.91,95.35,138.02,2.39,148.84,6.59
8.19,8.32,0.74,33.5,2.55,18.02,95.26,150.76,2.78,152.7,4.88
8.28,8.36,0.75,34.69,3.77,19.23,95.33,151.69,2.79,152.83,5.25
8.05,8.16,0.73,35.87,5.36,20.62,95.49,147.95,2.63,149.55,5.86
7.83,8.01,0.7,36.71,6.43,21.57,95.41,143.41,2.59,146.21,6.35
7.63,7.76,0.69,36.74,9.22,22.98,95.17,140.55,2.48,142.45,7.69
7.62,7.85,0.68,36.57,6.54,21.55,94.87,140.78,2.58,144.49,6.41
7.54,7.83,0.67,35.41,4.01,19.72,94.67,137.63,2.52,142.41,5.43
6.59,7.85,0.59,34.61,5.2,19.9,94.54,124.45,2.19,146.28,6.1
7.76,7.93,0.69,32.02,5.39,18.7,95,144.23,2.47,146.82,6.35
7.76,7.99,0.69,33.52,1.17,17.34,95.28,143.41,2.45,146.63,4.39
7.09,7.75,0.63,34.28,4.67,19.48,95.06,133.91,2.36,144.98,5.62
6.79,7.56,0.6,36.33,9.44,22.88,94.97,128.44,2.27,141.74,7.93
5.85,6.98,0.52,32.58,16.62,24.61,95.22,112.88,1.94,132.27,12.63
7.2,7.41,0.63,30.4,16.15,23.28,95.37,136.55,2.35,139.86,12.15
7.02,7.92,0.62,33.63,14.3,23.97,95.16,133.92,2.54,148.99,10.74
7.83,8.03,0.69,35.3,11.26,23.28,95.02,145.91,2.67,148.7,8.97
8.15,8.29,0.72,35.87,6.94,21.4,95.01,149.91,2.71,151.54,6.71
8.14,8.4,0.72,35.8,2.88,19.33,94.61,150,2.78,153.53,4.94
7.57,7.82,0.66,32.55,7.9,20.23,94.76,143.12,2.56,146.41,7.08
7.64,8.05,0.67,30.89,10.89,20.89,95.34,145.29,2.55,151.38,8.54
8.02,8.17,0.7,32.15,10.35,21.25,95.45,151.08,2.61,152.76,8.3
8.09,8.19,0.71,34.46,8.42,21.44,95.06,152.74,2.69,153.61,7.26
7.88,8.05,0.69,36.01,6.82,21.41,94.87,149.02,2.57,151.27,6.53
7.98,8.15,0.7,36.05,9.26,22.65,95.05,149.16,2.6,151.2,7.75
8.23,8.33,0.72,37.62,4.8,21.2,94.8,151,2.74,151.82,5.8
7.98,8.11,0.7,37.12,1.88,19.5,94.63,145.55,2.46,146.98,4.58
7.63,7.88,0.66,36.4,7.18,21.8,94.55,141.29,2.38,144.54,6.77
7.71,8.09,0.67,35.69,10.74,23.21,94.56,143.92,2.55,149.53,8.54
7.2,7.5,0.62,36.39,12.15,24.26,94.49,135.77,2.38,140.39,9.4
7.47,7.6,0.65,33.93,15.56,24.74,94.87,143.99,2.6,145.47,11.9
7.57,7.72,0.66,34.24,15.55,24.9,94.93,145.1,2.62,146.88,11.78
8.1,8.19,0.7,35.96,13.29,24.62,94.66,151.61,2.79,152.44,10.19
7.9,8.06,0.69,36.58,12.12,24.35,94.51,147.3,2.62,149.17,9.4
7.61,7.88,0.66,36.76,13.48,25.12,94.44,139.59,2.37,143.23,10.25
6.95,7.85,0.6,36.62,12.38,24.51,94.3,126.39,2.21,140.19,9.83
7.24,7.81,0.63,35.62,17.3,26.46,94.57,131.19,2.26,139.73,13.12
7.51,7.91,0.66,36.05,16.23,26.14,94.49,136.59,2.3,142.38,12.33
7.59,7.87,0.66,34.08,18.15,26.12,94.66,138.89,2.36,142.66,14.04
7.69,8.12,0.67,34.42,19.7,27.06,94.75,141.7,2.51,148.18,15.26
6.7,7.42,0.59,36.21,19.91,28.06,94.49,123.08,2.09,134.22,15.44
6.65,7.31,0.58,37.09,19.34,28.22,94.45,124.73,2.15,135.16,15.01
6.74,7.22,0.59,37.69,18.01,27.85,94.36,124.82,2.09,132.53,13.85
6.65,6.83,0.58,38.92,16.69,27.8,94.17,119.25,1.87,121.52,12.76
5.4,6.75,0.47,37.94,15.9,26.92,94.36,100.55,1.73,122.28,12.15
5.16,6.1,0.45,34.59,19.31,26.95,94.5,94.81,1.43,109.59,14.89
4.42,6.07,0.38,33.79,21.49,27.64,94.42,83.26,1.23,110.18,17.09
6.18,6.59,0.54,32.6,21.12,26.86,94.57,116.22,1.85,122.73,16.66
6.4,7.07,0.56,32.09,21.76,26.92,94.55,120.95,1.98,131.88,17.33
7.41,7.63,0.65,30.44,20.65,25.54,94.7,141.26,2.48,144.52,16.17
6.38,7.36,0.55,31.12,21.15,26.13,94.73,122.39,2.09,139.34,16.72
4.83,7.35,0.42,31.69,20.14,25.91,94.81,92.52,1.59,136.77,15.81
7.62,7.74,0.66,32.13,17.75,24.94,95.07,143.84,2.52,145.34,13.49
7.76,7.87,0.68,33.9,16.85,25.37,95.04,145.45,2.59,146.59,12.76
6.69,7.28,0.59,34.65,17.43,26.04,95.07,125.59,2.1,135.05,13.12
5.83,7.26,0.51,33.61,20.03,26.82,94.95,110.37,1.95,134.49,15.5
4.72,7.14,0.41,32.35,20.94,26.65,95.13,91.42,1.57,134.07,16.42
6.45,7.35,0.57,31.01,21.64,26.33,95.06,123.21,2.09,138.26,17.15
6.83,7.2,0.6,31.33,20.42,25.87,94.92,129.06,2.1,134.91,15.99
6.88,7.32,0.61,32.59,19.94,26.26,94.83,130.16,2.19,137.26,15.5
6.76,7.23,0.59,33.76,20.71,27.23,94.67,127.38,2.14,134.91,16.3
6.28,6.77,0.55,35.1,21.8,28.45,94.64,117.74,1.87,125.52,17.4
4.78,6.6,0.42,34.3,22.05,28.18,94.55,90.49,1.38,121.96,17.76
6.32,6.82,0.56,31.75,23.09,27.42,94.58,118.24,1.83,126.46,18.86
5.53,6.7,0.49,29.68,22.58,26.12,94.71,105.83,1.8,125.85,18.25
7.07,7.16,0.62,31.13,21.01,26.07,94.69,133.05,2.16,134.2,16.6
5.67,7.03,0.51,30.26,21.83,26.05,94.64,108.86,1.8,131.97,17.4
6.87,7.21,0.61,32.62,21.35,26.98,94.45,130.24,2.19,135.51,17.03
7.3,7.59,0.65,33.01,19.47,26.24,94.26,137.1,2.37,141.51,15.26
6.2,6.93,0.55,34.32,21.04,27.68,94.38,114.91,1.81,126.89,16.6
6.06,6.77,0.55,33.63,20.52,27.08,94.47,111.87,1.82,123.26,16.17
5.99,6.89,0.54,33.61,21.02,27.31,94.53,112.35,1.89,127.16,16.6
5.12,6.56,0.46,31.04,24.12,27.58,94.93,97.64,1.66,122.16,19.9
1.88,6.56,0.17,31.38,23.6,27.49,95.23,39.43,0.68,124.34,19.29
2.89,6.62,0.26,28.96,23.64,26.3,95.38,58.05,0.96,126.27,19.29
2.46,5.61,0.23,31.67,23.31,27.49,94.97,46.32,0.59,103.43,18.98
5.66,6.2,0.52,32.19,22.74,27.46,94.76,107.72,1.73,116.59,18.43
6.56,6.75,0.6,31.57,22.73,27.15,94.85,125.2,2.09,128.31,18.37
5.37,7.02,0.49,32.12,21.84,26.98,94.8,104.77,1.84,133.76,17.46
7.21,7.29,0.66,33.26,21.7,27.48,94.61,137.78,2.47,139.02,17.33
7.37,7.43,0.68,33.83,20.77,27.3,94.58,139.03,2.41,140,16.36
7.28,7.6,0.67,33.87,19.75,26.8,94.55,136.94,2.34,142.18,15.5
6.65,7,0.62,33.63,21.3,27.46,94.59,124,1.97,129.67,16.91
4.02,6.79,0.38,31.79,23.53,27.65,94.7,78.44,1.33,128.03,19.29
5.39,6.79,0.5,29.83,24.29,27.05,94.68,106.12,1.79,130.81,20.2
6.25,6.82,0.58,32.64,23.8,28.22,94.49,121.46,2.07,131.56,19.71
6.33,6.88,0.59,32.23,24.58,28.4,94.53,123.7,2.12,133.66,20.63
5.88,7.09,0.55,30.43,24.33,27.38,94.76,116.05,1.99,138.27,20.26
6.6,7.23,0.62,30.66,23.01,26.83,94.86,129.33,2.3,140.67,18.62
6.4,7.01,0.6,30.79,23.84,27.31,94.82,124.34,2.16,135.2,19.59
5.36,6.82,0.51,30.23,23.97,27.1,94.79,105.26,1.8,131.76,19.78
4.98,6.91,0.47,29.6,23.57,26.58,94.69,97.98,1.78,134.23,19.35
6.63,7.06,0.63,27.34,21.08,24.21,94.94,129.34,2.28,137.38,16.6
5.56,6.88,0.53,28.73,20.88,24.8,95.26,107.75,1.88,131.55,16.3
5.62,6.84,0.54,29.75,21.19,25.47,94.98,110.13,1.86,132.27,16.66
6.2,6.97,0.59,29.93,22.2,26.07,94.82,120.16,2.05,134.1,17.76
6.77,7.02,0.65,29.28,22.22,25.75,94.9,130.15,2.24,134.82,17.76
6.11,6.78,0.59,29.79,22,25.9,94.97,118.05,2.02,130.41,17.52
6.2,6.64,0.6,30.3,21.8,26.05,95.1,119.84,2.02,128.08,17.27
4.59,6.33,0.45,29.76,22.72,26.24,95.44,89.74,1.48,121.27,18.19
6.65,6.76,0.65,30.76,22.97,26.86,95.4,127.5,2.13,129.73,18.49
6.55,6.69,0.64,31.35,22.76,27.06,95.24,126.33,2.17,129.03,18.31
6.36,6.43,0.62,32.31,22.89,27.6,94.97,122.75,2.09,124.31,18.55
4.04,6.2,0.4,31.76,23.95,27.86,94.98,80.16,1.46,120.18,19.78
1.83,6.51,0.18,29.84,24.53,27.19,95.15,38.17,0.7,127.47,20.39
5.89,6.3,0.59,29.38,23.76,26.57,95.16,115.09,1.95,122.6,19.47
3.96,5.71,0.4,30.43,23.77,27.1,95.1,77.2,1.25,108.53,19.47
4.18,6.19,0.42,28.38,23.34,25.86,95.24,82.25,1.37,119.7,18.98
6.28,6.37,0.63,29.98,21.66,25.83,95.33,120.8,2.04,122.72,17.15
5.92,6.25,0.6,30.01,21.73,25.87,95.37,114.26,1.9,120.69,17.15
5.67,6.3,0.58,29.95,21,25.48,95.27,109.65,1.87,121.3,16.42
2.71,6.21,0.28,28.97,21.69,25.33,95.18,55.82,1.09,120.47,17.15
4.32,6.54,0.45,29.15,20.16,24.65,95.16,85.86,1.57,127.61,15.69
6.49,6.6,0.67,29.99,20.23,25.12,95.09,126.3,2.2,128.73,15.75
5.82,6.42,0.61,29.89,21.97,25.93,95.27,113.27,1.89,124.81,17.46
6.17,6.37,0.65,29.94,22.25,26.09,95.29,119.12,1.98,123.25,17.7
6.22,6.21,0.66,30.38,22.21,26.3,95.01,118.64,1.91,118.98,17.76
6.07,6.17,0.64,29.91,22.22,26.06,94.82,116.94,1.91,119.17,17.76
5.61,5.96,0.59,30.19,22.49,26.34,94.76,108.38,1.8,114.95,18.07
4.69,5.61,0.5,29.37,22.8,26.08,95.14,89.95,1.48,107.05,18.37
5.39,6.03,0.58,29.35,22.86,26.1,95.38,104.46,1.74,116.64,18.37
