Date_time,All sky irradiance,Clear sky irradiance,ALLSKY  ICI,Temperature,Dew point,Wet bulb,Relative humidity,Precipitation,Surface pressure,Wind direction,ALLSKY SFC PAR TOT,ALLSKY SFC UV INDEX,CLRSKY SFC PAR TOT,QV2M,Wind speed at 2m
8/2/10,6.31,7.21,0.58,27.55,25.15,26.35,86.94,8.58,95.07,204.56,124.99,2.23,141.44,21.18,1.64
8/3/10,3.03,7.16,0.28,29.69,23.76,26.73,71.81,9.23,94.94,234.88,62.98,1.19,140.27,19.53,0.88
8/4/10,5.93,7.22,0.55,28.22,24.2,26.21,79.38,0.82,94.95,136.69,117.82,2.17,142,20.02,1.8
8/5/10,5.25,6.82,0.48,29.65,24.92,27.28,76.62,1.4,95.04,162.38,104.34,1.87,132.55,20.87,1.22
8/6/10,2.63,6.81,0.24,27.97,25.47,26.72,86.62,13.02,95.29,168.88,55.4,1.07,133.39,21.55,2.8
8/7/10,2.47,6.67,0.23,27.59,25.14,26.37,86.88,28.78,95.29,164.19,51.12,0.91,130.52,21.12,2.09
8/8/10,2.62,6.96,0.24,27.49,24.21,25.85,82.69,12.29,95.16,170.56,53.97,1.07,136.45,20.02,1.23
8/9/10,5,7,0.47,28.14,24.13,26.13,79,1.93,95.11,190.25,100.34,1.94,137.55,19.9,1.05
8/10/10,6.02,6.63,0.57,29.75,24.7,27.23,75.25,2.56,95.04,151.12,117.69,2.04,128.62,20.63,1.38
8/11/10,5.51,6.5,0.52,30.26,25.26,27.76,75.56,2.33,95.02,185.5,107.38,1.84,125.03,21.36,1.14
8/12/10,4.86,6.68,0.46,30.75,25.18,27.96,73.69,4.06,95,169.94,96.11,1.77,129.29,21.24,1.62
8/13/10,3.73,6.39,0.35,29.4,24.87,27.14,77.56,2.1,95.03,173.5,73.91,1.32,122.76,20.81,1.91
8/14/10,4.7,6.35,0.45,28.79,24.84,26.82,80.19,7.99,95.03,176,91.9,1.66,121.08,20.81,1.66
8/15/10,2.88,6.31,0.27,29.02,25.01,27.01,79.88,3.03,95.2,178.31,58,0.96,120.83,20.94,1.78
8/16/10,4.55,6.16,0.44,29.36,24.98,27.17,78.19,0.04,95.32,169.69,89.23,1.51,117.81,20.94,1.34
8/17/10,6.16,6.44,0.59,30.03,24.93,27.48,74.88,0.8,94.95,177.25,119.04,2.02,123.98,20.94,1.32
8/18/10,6.43,6.74,0.62,30.14,25.45,27.8,77,1.34,94.77,172.69,125.62,2.21,131.34,21.61,1.54
8/19/10,5.32,6.33,0.52,30.99,25.7,28.34,74.62,1.4,94.98,167.25,103.4,1.73,121.81,21.91,1.48
8/20/10,5.25,6.34,0.51,30.49,25.9,28.19,77.62,3.25,95.24,188.31,101.57,1.7,122.27,22.09,1.55
8/21/10,5.25,6.31,0.52,30.72,25.41,28.07,74.69,0.82,95.05,188.5,101.21,1.66,120.71,21.55,1.34
8/22/10,6.03,6.55,0.59,31.12,25.62,28.37,73.88,1.5,94.9,195.5,115.38,1.89,124.73,21.85,1.29
8/23/10,5.78,6.69,0.57,30.51,25.76,28.13,77.25,7.91,94.85,185.25,111.9,1.91,128.76,22.03,1.83
8/24/10,4.48,6.41,0.45,29.36,25.15,27.25,79.31,21.43,94.75,176.44,86.24,1.35,122.3,21.24,1.44
8/25/10,5.24,5.69,0.52,25.56,18.71,22.13,67.06,7.41,95.25,138.88,97.9,1.4,105.74,14.4,2.9
8/26/10,3.81,6.51,0.38,27.04,19.06,23.05,63,1.2,95.46,194.06,73.75,1.26,122.95,14.53,0.91
8/27/10,6.6,6.61,0.66,28.33,17.94,23.13,55.19,0.22,95.33,237.56,123.39,1.95,123.78,13.55,0.93
8/28/10,6.9,6.89,0.7,28.4,19.66,24.03,61.38,0,95.19,175.75,130.3,2.07,130.5,15.14,1.28
8/29/10,6.61,6.69,0.67,28.89,20.41,24.65,62.25,0,95.16,173.56,126.2,2.02,127.88,15.87,1.28
8/30/10,6.29,6.45,0.64,28.9,21.94,25.42,67.56,0,94.99,169.44,121.3,1.95,124.7,17.46,1.29
8/31/10,5.9,6.03,0.6,29.54,23.08,26.31,70.06,0,95,165.19,112.84,1.79,115.45,18.68,1.3
9/1/10,5.44,5.71,0.55,29.43,23.39,26.41,71.62,0.09,95.21,169.12,103.04,1.6,108.32,19.04,1.37
9/2/10,5.32,5.45,0.55,30.14,24,27.07,71.38,1.65,95.17,170.19,100.3,1.43,102.98,19.71,1.34
9/3/10,5.44,5.69,0.56,29.61,23.58,26.6,71.81,4.3,95.08,167.44,103.33,1.55,108.11,19.29,1.34
9/4/10,4.88,5.99,0.51,29.37,23.42,26.39,72.12,2.87,94.93,169.5,93.11,1.41,113.99,19.1,1.7
9/5/10,5.99,6.09,0.62,28.8,23.24,26.02,73.75,0.25,95.13,170.62,114.14,1.74,116.45,18.86,1.39
9/6/10,5.63,5.8,0.59,29.05,23.34,26.19,72.81,0.03,95.12,166.5,106.6,1.59,109.83,18.98,1.4
9/7/10,5.57,5.65,0.59,29.74,22.62,26.18,68.06,0.04,95,159.38,104.41,1.46,106.16,18.19,1.44
9/8/10,4.14,5.97,0.44,28.48,22.29,25.38,70.69,0.74,95.3,157.94,79.21,1.21,113.01,17.76,1.48
9/9/10,6.1,6.28,0.66,28.05,21.76,24.9,70.5,0.49,95.42,151.06,116.88,1.8,120.68,17.15,1.14
9/10/10,5.04,6.27,0.54,27.49,21.96,24.73,73.38,5.25,95.28,136.31,98.43,1.58,121.79,17.4,1.04
9/11/10,6.14,6.28,0.66,28.17,21.51,24.84,69,1.13,95.24,158.69,118.52,1.9,121.63,16.97,0.92
9/12/10,5.32,6.19,0.58,27.91,21.66,24.79,70.81,1.17,95.27,153.5,103.15,1.62,119.77,17.09,1.12
9/13/10,5.23,6.06,0.57,25.89,21.74,23.82,78.81,4.5,95.27,165.31,100.43,1.6,116.12,17.21,1.4
9/14/10,5.89,6.06,0.65,26.5,19.16,22.83,65.81,0.64,95.31,181.19,111.35,1.66,114.8,14.65,0.77
9/15/10,6.42,6.4,0.71,27.01,16.93,21.97,56.69,0,95.29,164.56,121.08,1.9,121.2,12.7,0.95
9/16/10,6.12,6.15,0.68,26.11,17.7,21.9,62.69,0.13,95.32,151.06,115.57,1.78,116.58,13.37,1.2
9/17/10,4.33,5.61,0.48,25.7,18.77,22.23,67.56,1.73,95.23,129,82.19,1.26,104.94,14.28,1.88
9/18/10,5.47,5.51,0.62,23.56,15.37,19.47,63,5.1,95.48,233,102.7,1.41,103.71,11.54,1.73
9/19/10,6.29,6.28,0.71,25.65,11.63,18.64,44.06,0,95.61,237.81,115.08,1.56,115.29,8.97,1.17
9/20/10,6.43,6.41,0.73,25.28,12.49,18.89,49,0,95.62,138.81,117.61,1.71,117.73,9.58,1.21
9/21/10,5.83,6.11,0.67,26.74,15.77,21.26,54.56,0.01,95.56,154.19,110.1,1.65,115.86,11.84,1.13
9/22/10,6.08,6.05,0.7,27.72,17.23,22.48,56.75,0,95.41,163.5,114.44,1.73,114.64,13,1.44
9/23/10,5.69,5.85,0.66,26.94,18.51,22.73,63.12,0.85,95.57,174.75,106.34,1.59,110.02,14.04,1.16
9/24/10,5.86,5.87,0.69,26.23,18.17,22.2,63,0.52,95.6,180.12,109.2,1.56,110.16,13.67,1.02
9/25/10,5.83,5.82,0.69,27.3,16.31,21.81,53.56,0,95.69,172.44,109.12,1.53,109.74,12.21,0.85
9/26/10,5.73,5.73,0.68,27.21,14.8,21.01,48.94,0,95.77,139.88,105.66,1.4,106.47,11.05,1.18
9/27/10,5.56,5.62,0.66,26.96,14.8,20.88,49.88,0,95.86,152.69,103.26,1.41,105.12,11.05,1.08
9/28/10,5.51,5.55,0.66,26.48,15.29,20.89,53.31,0.21,95.74,149.75,103.01,1.38,104.4,11.41,1.15
9/29/10,4.65,5.39,0.56,26.53,15.25,20.89,52.94,0.82,95.92,202.69,88.23,1.23,102.34,11.35,1.02
9/30/10,5.43,5.41,0.66,27.38,14.86,21.12,48.25,0.1,95.88,127.38,101.21,1.35,101.8,11.05,1.21
10/1/10,5.67,5.65,0.7,27.95,13.77,20.86,44.56,0.17,95.83,184.62,106.23,-999,106.56,10.31,1.22
10/2/10,5.84,5.8,0.72,27.25,12.9,20.08,44.25,0,95.78,157.19,108.69,1.43,108.78,9.77,1.22
10/3/10,5.61,5.57,0.7,26.99,13.51,20.26,46.38,0,95.79,167.81,103.99,1.32,104.2,10.19,1.27
10/4/10,5.48,5.48,0.69,27.26,13.8,20.53,45.56,0,95.67,167.69,101.34,1.34,101.97,10.38,1.24
10/5/10,5.14,5.14,0.65,26.69,14.57,20.63,49.31,0,95.57,147.19,93.95,1.21,94.67,10.93,1.28
10/6/10,5.12,5.11,0.65,27.01,15.62,21.32,51.88,0,95.57,174.31,94.08,1.24,94.7,11.66,1.12
10/7/10,4.84,4.91,0.62,26.43,14.26,20.35,49.5,0,95.56,163.5,88.47,1.16,90.4,10.68,1.22
10/8/10,4.9,4.93,0.63,26.77,14.94,20.86,50.12,0,95.45,168.56,90.05,1.21,91.34,11.17,1.09
10/9/10,5.13,5.12,0.66,26.9,12.62,19.76,44.12,0,95.16,177.12,92.88,1.26,93.59,9.7,1.02
10/10/10,4.96,5.02,0.65,25.78,12.68,19.23,46.31,0,95.16,148.62,90.34,1.17,92.17,9.7,1.19
10/11/10,4.97,4.99,0.66,26.52,13.85,20.19,47.88,0.17,95.61,143.25,92.55,1.18,93.66,10.38,1.02
10/12/10,4.66,4.65,0.62,25.59,13.58,19.58,49.44,0.02,95.96,126.19,85.78,1.01,86.43,10.13,1.09
10/13/10,4.86,4.81,0.66,25.96,13.21,19.58,48,0,95.86,171,89.19,1.09,89.29,9.95,1.34
10/14/10,4.9,4.87,0.66,25.94,13.11,19.52,47.44,0,95.63,162.06,90.54,1.2,90.99,9.89,1.18
10/15/10,4.89,4.85,0.66,26.99,13.1,20.05,44.75,0,95.69,178.75,90.13,1.17,90.41,9.89,1.08
10/16/10,5.14,5.09,0.71,26.8,12.85,19.83,44.94,0,95.65,147.62,94.91,1.24,94.99,9.77,1.25
10/17/10,4.77,4.76,0.66,25.95,13.65,19.8,48.94,0,95.73,148.75,88.59,1.1,89.42,10.25,1.32
10/18/10,4.2,4.24,0.59,25.92,15.56,20.74,54.88,0,95.87,154.56,77.56,0.99,79.13,11.6,1.18
10/19/10,4.18,4.38,0.59,26.24,17.54,21.89,60.44,0,95.86,160.5,77.82,1.02,82.28,13.12,1.08
10/20/10,3.98,4.04,0.56,25.8,18.01,21.9,64.19,0,95.76,163.75,73.45,0.88,75.45,13.55,1.5
10/21/10,3.95,4.03,0.56,24.58,15.24,19.91,59.56,0.1,95.33,167.69,70.33,0.84,72.49,11.47,1.73
10/22/10,4.5,4.49,0.65,21.28,11.73,16.5,60.06,6.11,95.13,159.62,80.31,0.98,80.91,9.34,1.18
10/23/10,5.12,5.08,0.74,20.01,10.38,15.19,60.56,0.22,95.74,160.56,90.69,1.11,90.95,8.54,1.05
10/24/10,5.18,5.13,0.76,22.23,4.3,13.27,33.81,0,95.83,161.62,90.65,1.09,90.74,5.55,0.91
10/25/10,5.13,5.08,0.76,21.59,2.36,11.98,30.94,0,95.93,155.38,90.14,1.12,90.34,4.82,1.13
10/26/10,4.67,4.63,0.7,20.79,2.74,11.76,33.44,0,96.15,135.62,82.23,-999,82.45,4.88,1.15
10/27/10,4.7,4.65,0.71,20.52,4.11,12.32,36.56,0,96.29,160.19,83.71,1.04,83.93,5.37,1.07
10/28/10,4.33,4.56,0.66,21.65,5.48,13.56,36.88,0,96.22,154.38,78.01,0.98,82.75,5.92,1.05
10/29/10,4.21,4.3,0.65,21.91,7.95,14.94,42.44,0,96.17,134.75,75.41,0.85,77.74,7.02,1.11
10/30/10,3.68,3.75,0.57,21.84,8.01,14.93,43.38,0.15,96.5,136.75,65.14,0.66,67.3,6.96,1.09
10/31/10,4.37,4.34,0.68,21.98,6.99,14.48,40,0.05,96.52,188.31,78.24,0.83,78.58,6.53,1.34
11/1/10,4.5,4.45,0.71,21.58,6.27,13.92,39.31,0,96.21,158.31,81.38,0.91,81.45,6.23,1.06
11/2/10,4.43,4.4,0.7,21.83,5.95,13.9,38.06,0,96.21,142.88,80.2,0.93,80.65,6.1,1.23
11/3/10,4.37,4.32,0.7,22.2,5.07,13.64,34.94,0,96.36,142.81,79.02,0.93,79.1,5.74,1.03
11/4/10,3.76,4.18,0.6,21.92,5.26,13.59,35.56,0,96.24,144.31,68.36,0.84,76.55,5.8,1.2
11/5/10,3.68,3.92,0.59,21.08,5.92,13.5,38.81,0,96.27,115.62,66.74,0.79,71.67,6.04,0.95
11/6/10,3.83,3.82,0.62,21.5,5.83,13.66,37.62,0.16,96.23,200.25,68.39,0.66,69.12,5.98,1.23
11/7/10,4.48,4.42,0.73,22.48,1.55,12.01,27.69,0,96.29,170.88,79.73,0.84,79.81,4.46,1.36
11/8/10,4.32,4.27,0.72,22.05,-1.07,10.49,23.19,0.05,96.43,152.38,76.38,0.75,76.47,3.66,1.09
11/9/10,4.11,4.05,0.69,22.61,-1.92,10.34,20.62,0,96.57,184.69,71.42,0.72,71.48,3.42,0.81
11/10/10,4.4,4.34,0.74,21.63,-2.36,9.64,21.38,0,96.33,166.69,77.27,0.87,77.34,3.36,1.06
11/11/10,4.22,4.16,0.72,20.23,-1.27,9.48,24.88,0,96.03,143.5,73.28,0.82,73.39,3.6,1.37
11/12/10,4.06,4.02,0.7,19.73,-0.67,9.53,27.31,0.21,95.87,163.94,71.17,-999,71.45,3.78,1.13
11/13/10,4.06,4,0.7,20.13,-2.23,8.95,23.5,0,95.93,131.44,71.27,0.75,71.33,3.36,0.98
11/14/10,4.05,4.01,0.7,20.3,-2.75,8.78,22.12,0,96.42,179.44,71.34,-999,71.66,3.23,1.04
11/15/10,3.98,3.95,0.7,19.94,-2.42,8.76,23.06,0,96.5,137.69,69.7,0.7,70.12,3.3,1.04
11/16/10,3.83,3.78,0.68,19.9,-1.35,9.28,25.38,0,96.23,165.06,66.48,0.63,66.6,3.6,1
11/17/10,2.82,3.47,0.5,19.62,0.28,9.95,29,0,96.19,150.81,49.31,0.48,60.73,4.09,1.06
11/18/10,3.45,3.42,0.62,18.96,4.58,11.77,40.38,0,96.26,154.19,59.68,0.54,60.08,5.49,1.08
11/19/10,3.56,3.51,0.64,18.74,3.46,11.1,38.5,0.11,96.16,154.88,62.54,0.57,62.66,5.13,1.32
11/20/10,3.87,3.82,0.7,17.94,0.47,9.2,33.56,0,95.94,149.62,67.02,0.64,67.09,4.15,1.34
11/21/10,3.48,3.83,0.64,17.96,-1.05,8.45,29.25,0,95.85,190.12,61.99,0.67,68.56,3.66,1.36
11/22/10,3.26,3.58,0.6,18.05,-2.15,7.94,26.81,0,95.91,136.88,56.74,0.62,62.8,3.42,1.1
11/23/10,3.52,3.47,0.66,17.11,-1.82,7.65,29.62,0,96.2,133.69,60.02,0.59,60.07,3.48,0.91
11/24/10,3.75,3.7,0.7,17.73,-3.2,7.26,24.94,0,96.23,162.69,65.28,0.66,65.41,3.11,0.98
11/25/10,3.65,3.6,0.69,18.54,-0.19,9.18,29.75,0,96.18,150,64.24,0.62,64.32,3.91,1.06
11/26/10,3.78,3.74,0.72,18.93,-0.17,9.38,30.56,0,96.06,172.62,66.24,0.65,66.54,3.97,1.19
11/27/10,3.81,3.76,0.73,17.8,-3.83,6.98,24.62,0,95.99,141.69,65.75,0.62,65.88,2.99,1.14
11/28/10,3.64,3.58,0.7,16.83,-3.39,6.72,26.19,0,96.26,154.06,63.05,0.62,63.12,3.05,1.27
11/29/10,3.61,3.56,0.7,17.57,-2.46,7.55,27.19,0,96.41,145.69,63.1,0.57,63.17,3.3,1.16
11/30/10,3.71,3.66,0.72,17.42,-4.68,6.37,23.19,0,96.09,136.75,63.28,0.62,63.39,2.81,1.25
12/1/10,3.62,3.58,0.7,17.12,-5.68,5.72,21.56,0,96.08,139.44,61.83,0.57,62.11,2.56,1.12
12/2/10,3.62,3.59,0.71,15.9,-6.47,4.71,22.44,0,96.39,149.94,61.78,0.52,62.02,2.38,1.15
12/3/10,3.63,3.59,0.71,16.29,-7.45,4.42,19.81,0,96.39,136.38,62.12,0.52,62.34,2.2,1.06
12/4/10,3.73,3.69,0.73,15.27,-7.18,4.05,20.88,0,96.25,140.31,65.26,0.55,65.63,2.26,1.25
12/5/10,3.59,3.56,0.71,15.1,-6.95,4.08,21.94,0,96.19,142.88,62.8,-999,63.35,2.32,1.04
12/6/10,3.35,3.3,0.67,14.26,-5.27,4.5,25.75,0,96.26,147.19,57.21,0.42,57.42,2.69,1.24
12/7/10,3.1,3.05,0.62,14.22,-1.11,6.55,35.56,0,96.34,134.75,51.68,0.42,51.76,3.66,1.24
12/8/10,3.22,3.18,0.65,15.08,-3.48,5.8,29.25,0,96.03,208.31,53.98,0.48,54.23,3.11,1.13
12/9/10,3.13,3.17,0.63,15.85,-4.62,5.62,24.69,0,95.95,144.06,53.51,0.46,55.2,2.81,0.82
12/10/10,3.25,3.19,0.66,14.68,-2.38,6.15,33.75,0,95.82,154,54.88,0.45,55.02,3.36,1.27
12/11/10,3.6,3.55,0.73,15.06,-6.76,4.15,22.56,0,95.77,141.81,60.95,0.54,61.16,2.38,1.09
12/12/10,3.33,3.58,0.68,14.25,-8.74,2.75,19.88,0,95.52,153.69,57.55,0.59,62.48,2.01,1.16
12/13/10,3.1,3.13,0.63,14.34,-8.65,2.84,19.81,0,95.97,138.31,51.96,0.48,53.38,2.01,1.14
12/14/10,3.39,3.34,0.7,14.45,-8.32,3.07,20.38,0,96.24,156.88,56.91,0.49,57.14,2.08,1.06
12/15/10,3.25,3.24,0.66,14.6,-9.06,2.77,18.56,0,96.15,143.44,55.25,0.48,55.91,1.95,1.11
12/16/10,3.07,3.27,0.63,14.54,-7.2,3.66,21.69,0,96.21,163.69,52.34,0.48,56.2,2.26,1.03
12/17/10,3.03,3.14,0.62,13.39,-5.8,3.8,26,0,96.25,163.19,50.89,0.41,53.7,2.5,0.8
12/18/10,3.45,3.43,0.71,14.29,-6.74,3.77,23,0,96.38,192.62,58.99,0.46,59.63,2.32,0.78
12/19/10,3.03,3.31,0.62,13.55,-8.71,2.42,21,0,96.69,178.25,52.03,0.43,57.37,1.95,0.98
12/20/10,3.43,3.45,0.7,14.98,-10.99,1.99,15.56,0,96.64,152.62,59.74,0.54,61.02,1.65,0.95
12/21/10,3.36,3.36,0.7,15.23,-9.85,2.69,16.75,0,96.12,150.75,59.36,0.54,60.29,1.83,1.14
12/22/10,3.5,3.51,0.72,12.34,-7.7,2.32,24.12,0,95.75,153.38,60.82,0.55,61.99,2.2,1.38
12/23/10,3.31,3.28,0.68,12.53,-7.39,2.57,24.81,0,96.02,211.44,56.62,0.42,57.21,2.26,1.17
12/24/10,3.26,3.24,0.67,12.92,-11.59,0.66,17.38,0,96.27,144.88,55.41,0.4,55.95,1.59,1.09
12/25/10,3.2,3.4,0.66,13.09,-13.38,-0.15,14.31,0,96.15,126.06,54.53,0.45,58.35,1.28,0.92
12/26/10,3.29,3.27,0.68,12.58,-12.63,-0.03,15.44,0,96.21,137.94,55.4,0.44,55.85,1.4,1.02
12/27/10,3.35,3.31,0.69,12.07,-10.17,0.95,20,0,96.34,147.38,56.72,0.48,56.99,1.77,0.95
12/28/10,2.3,3.17,0.47,13.08,-8.81,2.13,21,0,96.39,184.12,40.38,0.38,54.98,1.95,0.94
12/29/10,1.46,2.89,0.3,14.15,-4.63,4.76,27.81,2.72,96.22,179.25,25.95,0.25,48.73,2.87,0.95
12/30/10,0.39,2.37,0.08,11.94,4.61,8.28,63.25,7.91,96,96.06,7.06,0.05,39.16,5.55,1.12
12/31/10,2.73,2.98,0.55,11.43,4.33,7.88,64.5,1.51,96.03,147,47.8,0.31,52.91,5.43,1.06
1/1/11,3.69,3.73,0.75,10.84,1.88,6.36,57.25,0.14,96.28,184.19,62.82,0.49,64.47,4.58,1.05
1/2/11,3.73,3.81,0.75,11.3,-0.38,5.46,45.56,0,96.21,178.44,62.78,0.55,65.21,3.85,0.82
1/3/11,2.56,3.64,0.52,10.55,-1.81,4.37,43.06,0,96.48,178.69,44.6,0.45,62.55,3.48,0.77
1/4/11,1.43,3.57,0.29,10.26,-3.7,3.28,38.69,0,96.45,297.38,25.91,0.29,61.68,2.99,0.91
1/5/11,2.8,3.57,0.55,11.21,-5.77,2.72,30.31,0,96.39,148.38,48.47,0.48,61.94,2.56,0.82
1/6/11,2.73,3.42,0.55,11.74,-4.65,3.55,32.06,0,96.52,165.88,48.25,0.45,59.74,2.81,0.7
1/7/11,2.3,3.18,0.45,12.05,-3.03,4.51,35.19,0,96.29,152,40.32,0.4,54.48,3.17,0.66
1/8/11,2.62,2.97,0.52,12.13,-2.43,4.85,36.75,0,96.19,184.12,45.14,0.36,51.61,3.3,0.66
1/9/11,3.58,3.7,0.7,11.89,-2.92,4.48,36.81,0,96.38,145.12,62.54,0.53,65.45,3.17,1.08
1/10/11,3.7,3.67,0.72,11.88,-4.65,3.62,32.31,0,96.36,153.44,64.48,0.58,64.91,2.81,0.95
1/11/11,3.45,3.4,0.67,13.03,-1.72,5.65,37.25,0,96.09,148.62,59.79,0.53,60.07,3.54,1.17
1/12/11,3.7,3.65,0.71,12.95,-0.52,6.21,41.12,0,95.99,135.5,64.75,0.62,64.96,3.85,1.19
1/13/11,2.96,3.3,0.57,12.43,-0.64,5.9,42.06,0.6,95.99,128.5,51.56,0.43,57.88,3.78,1.12
1/14/11,1.54,2.55,0.3,10.58,3.71,7.15,65.12,6.14,95.74,157.62,26.82,0.21,42.14,5.25,1.48
1/15/11,3.01,3.01,0.57,10.01,1.4,5.71,58.56,0.04,96.19,211.94,49.48,0.34,50.42,4.46,1.25
1/16/11,3.03,3.85,0.57,9.74,-4.73,2.51,37.12,0.03,96.39,186.69,53.13,0.48,66.96,2.81,1.09
1/17/11,3.1,3.65,0.58,11.17,-4.1,3.54,35,0,96.01,132,54.79,0.48,64.61,2.93,1.02
1/18/11,3.91,3.86,0.73,11.86,-1.32,5.27,40.62,0,96.18,201.31,68.05,0.58,68.36,3.66,0.98
1/19/11,4.1,4.19,0.76,11.49,-3.37,4.06,37.06,0,96.21,158.44,70.48,0.62,72.93,3.11,1.16
1/20/11,1.52,3.6,0.28,12.25,-2.63,4.8,38.5,0.03,96.26,133.69,28.3,0.33,63.01,3.36,1.19
1/21/11,3.83,3.78,0.7,11.65,1.3,6.48,52.5,0,96.48,139.94,66.72,0.61,66.98,4.33,1.21
1/22/11,4.01,3.96,0.73,13.83,-1.17,6.33,36.94,0,96.42,162.31,69.65,0.62,69.96,3.66,0.92
1/23/11,4.1,4.05,0.73,13.29,-2.53,5.37,35,0,96.54,145.69,70.55,0.61,70.84,3.3,1.12
1/24/11,4.11,4.07,0.73,12.75,-4.44,4.15,31,0,96.5,155.81,69.92,0.59,70.34,2.81,1.05
1/25/11,4.12,4.08,0.73,12.15,-4.52,3.82,32.25,0,96.51,140.12,69.87,0.59,70.26,2.81,1.12
1/26/11,4.03,3.99,0.71,12.44,-5.1,3.67,30.62,0,96.84,172.12,67.89,0.61,68.2,2.69,1.12
1/27/11,4.01,4.11,0.7,13.3,-7.06,3.12,24.62,0,96.77,129.38,68.3,0.59,70.81,2.26,0.96
1/28/11,2.74,3.91,0.48,14.25,-5.82,4.21,25.06,0,96.39,148.69,48.42,0.48,67.48,2.56,0.82
1/29/11,1.14,3.55,0.2,10.73,-2.3,4.22,41.12,0.56,96.4,133.75,21.25,0.23,60.55,3.36,1.18
1/30/11,3.81,3.9,0.65,11.81,2.3,7.05,54.44,0.02,96.68,203.25,66.37,0.52,68.74,4.64,1.02
1/31/11,4.18,4.14,0.7,14.58,-0.08,7.25,38.19,0,96.67,177.62,73.73,0.65,74.16,3.91,1.05
2/1/11,3.17,4.19,0.53,15.35,-1.63,6.87,32.69,0,96.5,145.06,57.62,0.6,75.79,3.54,1.42
2/2/11,3.38,4,0.56,16.62,-1.55,7.54,30.19,0,96.44,182.38,61.48,0.7,72.78,3.54,1.16
2/3/11,1.49,3.94,0.24,15.31,6.54,10.93,58.56,3.2,96.48,128.88,28.71,0.43,72.04,6.35,1.89
2/4/11,1.05,3.87,0.17,14.51,7.51,11.01,66.62,7.47,96.34,122.62,20.38,0.3,70.24,6.77,1.88
2/5/11,2.22,3.91,0.36,12.76,6.83,9.8,69.69,4.38,96.19,182.5,41.12,0.45,69.56,6.41,1.72
2/6/11,1.05,3.44,0.17,10.51,7.19,8.84,80.88,18.39,95.91,212,20.79,0.2,60.56,6.65,2.36
2/7/11,2.03,3.59,0.32,9.55,5.13,7.34,75.38,19.15,95.62,171.5,37.14,0.34,63.12,5.74,1.38
2/8/11,4.72,4.68,0.74,11.04,2.34,6.69,58.69,0,96.16,189.88,84.76,0.84,85.11,4.7,1.46
2/9/11,4.46,4.69,0.7,11.67,-1.62,5.03,41.12,0,96.02,139.62,79.95,0.85,84.66,3.6,1.23
2/10/11,3.76,4.73,0.59,12.37,-0.74,5.82,43.12,0.01,96.19,173.31,68.1,0.73,84.67,3.78,1.5
2/11/11,2.04,4.29,0.31,12.21,2.1,7.15,52.75,5.93,96.42,210.38,40.09,0.48,78.66,4.76,1.48
2/12/11,0.99,4.19,0.15,11.85,7.58,9.71,76.56,9.11,96.23,88.25,20.34,0.3,78.08,6.77,1.4
2/13/11,0.81,4.18,0.12,11.3,9.25,10.27,87.62,25.26,95.76,129.25,16.54,0.23,76.66,7.63,1.64
2/14/11,2.36,4.13,0.35,10.92,6.82,8.87,77.5,10.98,95.87,108.62,43.93,0.46,74.84,6.53,1.4
2/15/11,4.77,4.72,0.71,11.85,3.46,7.65,58.19,0.03,95.93,189.69,84.45,0.75,84.56,5.13,1.19
2/16/11,3.81,4.89,0.56,12.08,-0.41,5.83,43.75,0.02,96.01,131.44,67.95,0.66,86.94,3.91,0.98
2/17/11,4.86,4.83,0.71,12.16,0.68,6.42,47.06,0.26,96.36,186.88,85.05,0.77,85.4,4.15,1.4
2/18/11,3.37,4.71,0.48,11.69,-0.02,5.83,45.94,0.25,96.2,178.19,60.86,0.59,82.77,3.97,1.22
2/19/11,3.64,4.45,0.52,12.64,1.98,7.31,49.56,0.01,96.37,138.56,65.19,0.64,79.2,4.64,1.13
2/20/11,3.1,4.41,0.45,11.7,5.72,8.71,67.81,0.98,96.65,124.12,56.52,0.55,79.06,5.92,0.88
2/21/11,4.34,5.16,0.61,13.17,2.4,7.78,51.06,0,96.63,224.62,78.62,0.95,93.07,4.76,1.29
2/22/11,2.83,5.09,0.4,12.44,1.75,7.09,49.5,0,96.35,161,53.26,0.72,91.7,4.52,0.85
2/23/11,2.94,4.59,0.41,11.36,6.89,9.12,75.19,0.5,96.46,102.44,54.95,0.63,84.09,6.47,1.67
2/24/11,3.33,4.72,0.46,11.71,6.8,9.26,73.06,5.83,96.38,133.44,61.77,0.68,86.05,6.41,1.23
2/25/11,1.31,4.84,0.18,11.18,5.8,8.49,69.88,3.16,96.13,123.88,25.78,0.26,87.98,5.98,1.05
2/26/11,4.11,4.67,0.55,10.62,4.83,7.73,68.44,0.71,96.29,100.12,72.98,0.64,83.09,5.62,1.2
2/27/11,5.22,5.3,0.7,11.61,2.64,7.12,56.25,0.03,96.79,146.19,93.48,0.78,95.68,4.76,0.94
2/28/11,1.46,4.82,0.2,10.53,3.58,7.06,64.75,5.8,96.69,137.62,28.76,0.31,87.22,5.13,1.39
3/1/11,4.32,5.08,0.57,11.51,5.73,8.62,69.56,0.01,96.52,191.94,78.47,0.73,91.74,5.92,0.88
3/2/11,0.67,4.97,0.09,11.15,7.18,9.16,77.06,0.84,96.25,97.62,13.76,0.16,90.35,6.65,1.43
